,Student_ID,Class_Grade_ID,Discipline_ID,Is_School_Prefect,Age,Gender,Nationality,State_Of_Origin,Clubs_Interests,Aspiring_Profession,DOB,Religion,Has_Disability,Date_Of_Admission,Year_Of_Admission
2018,419,3,3,Yes,17,Female,Nigeria,Bauchi,['Debating Club'],Biologist,2007-10-04,Christian,No,2020-09-01,2020
2019,420,3,2,Yes,15,Female,Nigeria,Lagos,"['JETS Club', 'Fine Arts']",Economist,2007-10-04,Christian,Yes,2020-09-01,2020
2020,421,3,4,No,15,Female,Nigeria,Ogun,"['Press Club', 'Music Club', 'Drama Club']",Technologist,2008-10-04,Islam,No,2020-09-01,2020
2021,422,3,3,Yes,15,Male,Nigeria,Niger,['Fine Arts'],Biologist,2007-10-04,Christian,Yes,2020-09-01,2020
2022,423,3,2,No,16,Female,Nigeria,Ogun,"['Homemakers Club', 'Drama Club', 'JETS Club']",Entrepreneur,2008-10-04,Christian,No,2020-09-01,2020
2023,424,3,2,No,15,Female,Nigeria,Imo,['Drama Club'],Entrepreneur,2009-10-04,Christian,No,2020-09-01,2020
2024,425,3,2,Yes,15,Female,Nigeria,Zamfara,['Fine Arts'],Economist,2010-10-04,Islam,No,2020-09-01,2020
2025,426,3,1,No,14,Female,Nigeria,Ogun,"['Computer Club', 'Chess Club', 'Drama Club']",Actor,2007-10-04,Christian,No,2020-09-01,2020
2026,427,3,4,Yes,16,Male,Nigeria,Ekiti,['Red Cross'],Data Scientist,2010-10-04,Islam,No,2020-09-01,2020
2027,428,3,1,No,14,Female,Nigeria,Anambra,['Fine Arts'],Actor,2007-10-04,Islam,No,2020-09-01,2020
2028,429,3,2,No,16,Male,Nigeria,Benue,['JETS Club'],Accountant,2008-10-04,Christian,No,2020-09-01,2020
2029,430,3,1,No,16,Male,Nigeria,Ogun,['Computer Club'],Fashion Designer,2009-10-04,Islam,Yes,2020-09-01,2020
2030,431,3,1,No,14,Female,Nigeria,Gombe,"['Drama Club', 'Press Club', 'Red Cross']",Artist,2008-10-04,Islam,No,2020-09-01,2020
2031,432,3,3,No,17,Female,Nigeria,Lagos,"['Fine Arts', 'Press Club']",Pharmacist,2007-10-04,Christian,Yes,2020-09-01,2020
2032,433,3,4,No,17,Female,Nigeria,Ogun,"['Drama Club', 'Debating Club']",Software Developer,2010-10-04,Islam,No,2020-09-01,2020
2033,434,3,3,No,15,Male,Nigeria,Osun,"['Fine Arts', 'Music Club']",Doctor,2009-10-04,Islam,Yes,2020-09-01,2020
2034,435,3,4,Yes,14,Female,Nigeria,Akwa Ibom,"['Fine Arts', 'Computer Club', 'Homemakers Club']",Software Developer,2008-10-04,Islam,No,2020-09-01,2020
2035,436,3,3,Yes,17,Male,Nigeria,Lagos,"['JETS Club', 'Computer Club', 'Chess Club']",Pharmacist,2009-10-04,Christian,No,2020-09-01,2020
2036,437,3,1,Yes,17,Male,Nigeria,Oyo,['Homemakers Club'],Artist,2007-10-04,Christian,Yes,2020-09-01,2020
2037,438,3,1,No,14,Female,Nigeria,Lagos,"['Red Cross', 'Computer Club', 'Fine Arts']",Writer,2008-10-04,Islam,Yes,2020-09-01,2020
2038,439,3,4,No,16,Female,Nigeria,Lagos,"['Music Club', 'Computer Club', 'Fine Arts']",Engineer,2008-10-04,Christian,No,2020-09-01,2020
2039,440,3,1,Yes,16,Male,Nigeria,Osun,['Debating Club'],Artist,2010-10-04,Islam,Yes,2020-09-01,2020
2040,441,3,4,No,15,Female,Nigeria,Oyo,"['Press Club', 'Red Cross', 'Music Club']",Engineer,2010-10-04,Christian,Yes,2020-09-01,2020
2041,442,3,2,No,16,Male,Nigeria,Ebonyi,"['Debating Club', 'Music Club', 'Press Club']",Entrepreneur,2008-10-04,Islam,Yes,2020-09-01,2020
2042,443,3,3,No,17,Female,Nigeria,Borno,"['Computer Club', 'Chess Club']",Doctor,2010-10-04,Islam,Yes,2020-09-01,2020
2043,444,3,1,No,15,Female,Nigeria,Lagos,"['Chess Club', 'JETS Club']",Fashion Designer,2010-10-04,Islam,Yes,2020-09-01,2020
2044,445,3,3,Yes,17,Male,Nigeria,Oyo,"['Drama Club', 'Debating Club']",Biologist,2010-10-04,Christian,Yes,2020-09-01,2020
2045,446,3,1,Yes,14,Male,Nigeria,Osun,"['Music Club', 'Chess Club']",Writer,2008-10-04,Christian,No,2020-09-01,2020
2046,447,3,3,No,16,Female,Nigeria,Osun,['Drama Club'],Pharmacist,2010-10-04,Christian,Yes,2020-09-01,2020
2047,448,3,3,No,17,Male,Nigeria,Lagos,"['Chess Club', 'Fine Arts']",Biologist,2007-10-04,Christian,No,2020-09-01,2020
2048,449,3,4,Yes,16,Female,Nigeria,Oyo,"['Debating Club', 'Homemakers Club', 'Mathematics Club']",Software Developer,2010-10-04,Islam,Yes,2020-09-01,2020
2049,450,3,2,Yes,15,Male,Nigeria,Kebbi,['Music Club'],Accountant,2008-10-04,Islam,No,2020-09-01,2020
2050,451,3,4,No,16,Female,Nigeria,Adamawa,"['Homemakers Club', 'Chess Club']",Engineer,2008-10-04,Christian,No,2020-09-01,2020
2051,452,3,4,Yes,14,Female,Nigeria,Osun,"['Homemakers Club', 'Fine Arts']",Data Scientist,2010-10-04,Islam,Yes,2020-09-01,2020
2052,453,3,4,Yes,17,Female,Nigeria,Oyo,"['Press Club', 'Drama Club']",Computer Scientist,2010-10-04,Christian,Yes,2020-09-01,2020
2053,454,3,4,Yes,14,Male,Nigeria,Kwara,"['Chess Club', 'Homemakers Club', 'Fine Arts']",Data Scientist,2009-10-04,Christian,No,2020-09-01,2020
2054,455,3,3,No,17,Female,Nigeria,Delta,"['Red Cross', 'Drama Club']",Biologist,2009-10-04,Christian,No,2020-09-01,2020
2055,456,3,2,Yes,17,Female,Nigeria,Imo,['Fine Arts'],Entrepreneur,2007-10-04,Islam,Yes,2020-09-01,2020
2056,457,3,4,Yes,17,Female,Nigeria,Ondo,['Press Club'],Computer Scientist,2010-10-04,Christian,No,2020-09-01,2020
2057,458,3,3,No,15,Male,Nigeria,Lagos,"['Debating Club', 'Mathematics Club']",Doctor,2009-10-04,Islam,No,2020-09-01,2020
2058,459,3,3,Yes,16,Male,Nigeria,Adamawa,"['Mathematics Club', 'Debating Club', 'Fine Arts']",Biologist,2008-10-04,Christian,No,2020-09-01,2020
2059,460,3,2,No,14,Male,Nigeria,Ebonyi,"['Fine Arts', 'Mathematics Club']",Accountant,2008-10-04,Christian,Yes,2020-09-01,2020
2060,461,3,4,Yes,17,Male,Nigeria,Oyo,['Red Cross'],Data Scientist,2008-10-04,Islam,No,2020-09-01,2020
2061,462,3,3,Yes,16,Female,Nigeria,Borno,"['Homemakers Club', 'Debating Club']",Doctor,2009-10-04,Islam,No,2020-09-01,2020
2062,463,3,3,Yes,15,Male,Nigeria,Ebonyi,['Drama Club'],Pharmacist,2007-10-04,Christian,Yes,2020-09-01,2020
2063,464,3,1,Yes,16,Female,Nigeria,Osun,['Homemakers Club'],Fashion Designer,2008-10-04,Christian,No,2020-09-01,2020
2064,465,3,3,No,16,Male,Nigeria,Ebonyi,"['Red Cross', 'Computer Club']",Biologist,2009-10-04,Islam,No,2020-09-01,2020
2065,466,3,1,Yes,14,Male,Nigeria,Lagos,['Drama Club'],Writer,2008-10-04,Islam,No,2020-09-01,2020
2066,467,3,3,No,17,Male,Nigeria,Niger,"['Computer Club', 'Debating Club']",Engineer,2010-10-04,Christian,No,2020-09-01,2020
2067,468,3,1,Yes,17,Female,Nigeria,Ogun,"['Red Cross', 'Chess Club', 'JETS Club']",Writer,2007-10-04,Islam,Yes,2020-09-01,2020
2068,469,3,2,No,15,Female,Nigeria,Lagos,"['Debating Club', 'Chess Club']",Economist,2007-10-04,Islam,No,2020-09-01,2020
2069,470,3,2,No,14,Female,Nigeria,Oyo,"['Fine Arts', 'Drama Club']",Business Executive,2009-10-04,Christian,No,2020-09-01,2020
2070,471,3,2,No,17,Male,Nigeria,Niger,"['Chess Club', 'Fine Arts', 'Music Club']",Business Executive,2009-10-04,Christian,Yes,2020-09-01,2020
2071,472,3,2,No,15,Male,Nigeria,Ogun,"['JETS Club', 'Red Cross', 'Mathematics Club']",Accountant,2010-10-04,Christian,No,2020-09-01,2020
2072,473,3,3,No,16,Male,Nigeria,Oyo,"['Homemakers Club', 'Mathematics Club', 'Music Club']",Engineer,2009-10-04,Islam,Yes,2020-09-01,2020
2073,474,3,3,No,16,Male,Nigeria,Delta,"['Debating Club', 'Music Club']",Engineer,2010-10-04,Christian,No,2020-09-01,2020
2074,475,3,4,No,16,Female,Nigeria,Edo,"['Fine Arts', 'Music Club', 'Homemakers Club']",Engineer,2008-10-04,Islam,Yes,2020-09-01,2020
2075,476,3,1,No,15,Male,Nigeria,Kebbi,['Press Club'],Fashion Designer,2007-10-04,Christian,Yes,2020-09-01,2020
2076,477,3,4,No,16,Male,Nigeria,Nasarawa,['Mathematics Club'],Computer Scientist,2010-10-04,Christian,Yes,2020-09-01,2020
2077,478,3,1,Yes,16,Female,Nigeria,Cross River,['Music Club'],Artist,2009-10-04,Islam,No,2020-09-01,2020
2078,479,3,1,No,15,Female,Nigeria,Oyo,"['Press Club', 'Fine Arts']",Fashion Designer,2008-10-04,Islam,Yes,2020-09-01,2020
2079,480,3,4,Yes,15,Female,Nigeria,FCT - Abuja,['Fine Arts'],Engineer,2009-10-04,Christian,Yes,2020-09-01,2020
2080,481,3,2,Yes,16,Male,Nigeria,Bayelsa,"['Drama Club', 'Chess Club']",Marketer,2009-10-04,Christian,No,2020-09-01,2020
2081,482,3,4,No,15,Female,Nigeria,Ogun,['Red Cross'],Software Developer,2010-10-04,Islam,Yes,2020-09-01,2020
2082,483,3,1,Yes,16,Male,Nigeria,Oyo,"['JETS Club', 'Chess Club']",Journalist,2008-10-04,Christian,Yes,2020-09-01,2020
2083,484,3,1,No,14,Female,Nigeria,Cross River,"['Red Cross', 'Music Club']",Actor,2008-10-04,Christian,No,2020-09-01,2020
2084,485,3,4,Yes,14,Female,Nigeria,Lagos,"['Homemakers Club', 'Press Club', 'Mathematics Club']",Data Scientist,2009-10-04,Christian,Yes,2020-09-01,2020
2085,486,3,2,Yes,15,Female,Nigeria,Enugu,"['Computer Club', 'Music Club']",Marketer,2007-10-04,Christian,Yes,2020-09-01,2020
2086,487,3,3,No,17,Male,Nigeria,Ogun,['Debating Club'],Biologist,2008-10-04,Christian,Yes,2020-09-01,2020
2087,488,3,3,No,17,Female,Nigeria,Kebbi,['Music Club'],Biologist,2009-10-04,Christian,Yes,2020-09-01,2020
2088,489,3,4,Yes,16,Female,Nigeria,Jigawa,"['Drama Club', 'Press Club', 'Mathematics Club']",Data Scientist,2009-10-04,Christian,Yes,2020-09-01,2020
2089,490,3,4,Yes,16,Female,Nigeria,Oyo,"['Homemakers Club', 'Music Club', 'JETS Club']",Data Scientist,2007-10-04,Islam,Yes,2020-09-01,2020
2090,491,3,2,No,17,Male,Nigeria,Rivers,['Fine Arts'],Economist,2007-10-04,Islam,Yes,2020-09-01,2020
2091,492,3,3,Yes,16,Female,Nigeria,Kaduna,"['Computer Club', 'Red Cross']",Doctor,2008-10-04,Christian,Yes,2020-09-01,2020
2092,493,3,2,Yes,15,Female,Nigeria,Bauchi,"['JETS Club', 'Chess Club']",Economist,2008-10-04,Christian,Yes,2020-09-01,2020
2093,494,3,3,No,17,Male,Nigeria,Rivers,"['Computer Club', 'Drama Club', 'Fine Arts']",Pharmacist,2010-10-04,Islam,Yes,2020-09-01,2020
2094,495,3,4,Yes,15,Female,Nigeria,Rivers,"['Computer Club', 'Red Cross']",Data Scientist,2010-10-04,Christian,Yes,2020-09-01,2020
2095,496,3,1,Yes,16,Female,Nigeria,Lagos,"['Debating Club', 'Chess Club', 'Mathematics Club']",Fashion Designer,2007-10-04,Islam,Yes,2020-09-01,2020
2096,497,3,3,No,17,Male,Nigeria,Osun,"['Music Club', 'Debating Club', 'Chess Club']",Engineer,2008-10-04,Islam,Yes,2020-09-01,2020
2097,498,3,1,Yes,15,Female,Nigeria,Plateau,"['Music Club', 'Fine Arts']",Writer,2010-10-04,Christian,No,2020-09-01,2020
2098,499,3,1,No,16,Female,Nigeria,Osun,['Debating Club'],Journalist,2009-10-04,Islam,Yes,2020-09-01,2020
2099,500,3,1,Yes,14,Female,Nigeria,Osun,['Red Cross'],Actor,2008-10-04,Islam,No,2020-09-01,2020
2100,501,3,2,Yes,15,Female,Nigeria,Katsina,"['Homemakers Club', 'Debating Club']",Economist,2009-10-04,Islam,No,2020-09-01,2020
2101,502,3,2,Yes,16,Female,Nigeria,Ebonyi,['Computer Club'],Entrepreneur,2007-10-04,Islam,Yes,2020-09-01,2020
2102,503,3,2,No,16,Male,Nigeria,Osun,"['Fine Arts', 'Chess Club']",Business Executive,2010-10-04,Christian,Yes,2020-09-01,2020
2103,504,3,3,No,15,Female,Nigeria,Adamawa,"['Red Cross', 'Press Club']",Scientist,2010-10-04,Christian,No,2020-09-01,2020
2104,505,3,3,No,14,Male,Nigeria,Osun,['Music Club'],Doctor,2010-10-04,Islam,Yes,2020-09-01,2020
2105,506,3,4,Yes,14,Male,Nigeria,Benue,"['Chess Club', 'Drama Club', 'Debating Club']",Technologist,2008-10-04,Christian,No,2020-09-01,2020
2106,507,3,2,Yes,15,Male,Nigeria,Ogun,['Fine Arts'],Entrepreneur,2008-10-04,Islam,No,2020-09-01,2020
2107,508,3,2,Yes,16,Female,Nigeria,Niger,['Drama Club'],Accountant,2009-10-04,Islam,No,2020-09-01,2020
2108,509,3,1,Yes,14,Male,Nigeria,Benue,"['Music Club', 'Homemakers Club']",Artist,2010-10-04,Christian,No,2020-09-01,2020
2109,510,3,4,Yes,16,Male,Nigeria,Rivers,"['Mathematics Club', 'Drama Club']",Technologist,2009-10-04,Islam,No,2020-09-01,2020
2110,511,3,3,Yes,14,Female,Nigeria,Benue,['Press Club'],Pharmacist,2010-10-04,Christian,Yes,2020-09-01,2020
2111,512,3,1,Yes,15,Female,Nigeria,Osun,"['Computer Club', 'Music Club']",Fashion Designer,2009-10-04,Christian,No,2020-09-01,2020
2112,513,3,1,Yes,17,Female,Nigeria,Ogun,"['Debating Club', 'Music Club']",Writer,2010-10-04,Christian,Yes,2020-09-01,2020
2113,514,3,3,Yes,14,Male,Nigeria,Kwara,"['Press Club', 'Debating Club', 'Red Cross']",Biologist,2008-10-04,Islam,No,2020-09-01,2020
2114,515,3,1,No,15,Male,Nigeria,Nasarawa,"['JETS Club', 'Music Club', 'Mathematics Club']",Artist,2008-10-04,Islam,Yes,2020-09-01,2020
2115,516,3,2,Yes,17,Female,Nigeria,Delta,['Drama Club'],Accountant,2008-10-04,Islam,No,2020-09-01,2020
2116,517,3,2,Yes,14,Female,Nigeria,Osun,['Fine Arts'],Business Executive,2008-10-04,Islam,No,2020-09-01,2020
2117,518,3,3,Yes,15,Male,Nigeria,Lagos,"['Red Cross', 'Press Club']",Pharmacist,2008-10-04,Christian,Yes,2020-09-01,2020
2118,519,3,3,Yes,16,Female,Nigeria,Benue,['Mathematics Club'],Pharmacist,2007-10-04,Islam,Yes,2020-09-01,2020
2119,520,3,2,Yes,15,Female,Nigeria,Ebonyi,"['Press Club', 'Chess Club', 'Red Cross']",Accountant,2008-10-04,Islam,No,2020-09-01,2020
2120,521,3,4,Yes,15,Male,Nigeria,Benue,"['Mathematics Club', 'Fine Arts']",Software Developer,2008-10-04,Islam,Yes,2020-09-01,2020
2121,522,3,1,No,14,Male,Nigeria,Osun,"['Red Cross', 'Press Club', 'Computer Club']",Journalist,2007-10-04,Christian,No,2020-09-01,2020
2122,523,3,1,Yes,14,Female,Nigeria,Ogun,"['Homemakers Club', 'Music Club', 'Chess Club']",Fashion Designer,2008-10-04,Islam,No,2020-09-01,2020
2123,524,3,1,No,16,Female,Nigeria,Ogun,['Red Cross'],Actor,2009-10-04,Islam,No,2020-09-01,2020
2124,525,3,1,No,14,Female,Nigeria,Taraba,"['Mathematics Club', 'Music Club']",Artist,2007-10-04,Islam,No,2020-09-01,2020
2125,526,3,4,Yes,15,Male,Nigeria,Enugu,['Drama Club'],Software Developer,2009-10-04,Christian,No,2020-09-01,2020
2126,527,3,2,No,16,Female,Nigeria,Ogun,['Debating Club'],Entrepreneur,2007-10-04,Christian,Yes,2020-09-01,2020
2127,528,3,1,No,14,Female,Nigeria,Kogi,"['JETS Club', 'Mathematics Club', 'Computer Club']",Fashion Designer,2008-10-04,Christian,Yes,2020-09-01,2020
2128,529,3,2,No,17,Female,Nigeria,Adamawa,"['Music Club', 'JETS Club', 'Press Club']",Accountant,2010-10-04,Islam,Yes,2020-09-01,2020
2129,530,3,1,Yes,14,Female,Nigeria,Gombe,"['Homemakers Club', 'Fine Arts']",Fashion Designer,2008-10-04,Islam,Yes,2020-09-01,2020
2130,531,3,4,Yes,15,Female,Nigeria,Oyo,"['Mathematics Club', 'Computer Club', 'Homemakers Club']",Software Developer,2009-10-04,Islam,No,2020-09-01,2020
2131,532,3,3,No,15,Male,Nigeria,Ogun,"['JETS Club', 'Fine Arts', 'Chess Club']",Biologist,2007-10-04,Christian,Yes,2020-09-01,2020
2132,533,3,1,No,14,Male,Nigeria,FCT - Abuja,['Chess Club'],Actor,2007-10-04,Christian,Yes,2020-09-01,2020
2133,534,3,1,No,16,Female,Nigeria,Osun,"['Computer Club', 'JETS Club', 'Mathematics Club']",Fashion Designer,2008-10-04,Islam,Yes,2020-09-01,2020
2134,535,3,1,No,16,Female,Nigeria,Edo,"['Drama Club', 'Fine Arts']",Actor,2009-10-04,Islam,Yes,2020-09-01,2020
2135,536,3,1,Yes,15,Male,Nigeria,Ogun,"['Homemakers Club', 'Drama Club']",Fashion Designer,2007-10-04,Christian,No,2020-09-01,2020
2136,537,3,1,Yes,16,Female,Nigeria,Ogun,"['Debating Club', 'Computer Club']",Actor,2010-10-04,Christian,Yes,2020-09-01,2020
2137,538,3,2,No,15,Female,Nigeria,Lagos,['Red Cross'],Economist,2007-10-04,Christian,No,2020-09-01,2020
2138,539,3,4,No,16,Female,Nigeria,Oyo,['Drama Club'],Software Developer,2008-10-04,Islam,Yes,2020-09-01,2020
2139,540,3,3,No,15,Male,Nigeria,Plateau,"['Music Club', 'Chess Club', 'Press Club']",Engineer,2007-10-04,Christian,No,2020-09-01,2020
2140,541,3,2,No,17,Male,Nigeria,Abia,"['Debating Club', 'Red Cross']",Accountant,2007-10-04,Christian,Yes,2020-09-01,2020
2141,542,3,2,No,16,Female,Nigeria,Ogun,"['Debating Club', 'Chess Club']",Entrepreneur,2010-10-04,Islam,Yes,2020-09-01,2020
2142,543,3,4,Yes,16,Male,Nigeria,Ogun,['Fine Arts'],Technologist,2007-10-04,Christian,Yes,2020-09-01,2020
2143,544,3,4,No,14,Female,Nigeria,Katsina,"['Drama Club', 'Music Club']",Engineer,2008-10-04,Christian,Yes,2020-09-01,2020
2144,545,3,1,Yes,16,Female,Nigeria,Ogun,"['Music Club', 'Press Club']",Journalist,2008-10-04,Christian,Yes,2020-09-01,2020
2145,546,3,3,No,14,Female,Nigeria,Niger,"['Mathematics Club', 'JETS Club']",Pharmacist,2008-10-04,Christian,No,2020-09-01,2020
2146,547,3,4,No,14,Male,Nigeria,Osun,['JETS Club'],Technologist,2008-10-04,Christian,Yes,2020-09-01,2020
2147,548,3,2,Yes,16,Female,Nigeria,Kano,"['Drama Club', 'Red Cross', 'JETS Club']",Business Executive,2007-10-04,Christian,Yes,2020-09-01,2020
2148,549,3,1,Yes,16,Female,Nigeria,Enugu,"['Homemakers Club', 'Debating Club']",Writer,2010-10-04,Islam,No,2020-09-01,2020
2149,550,3,2,No,15,Female,Nigeria,Katsina,"['Computer Club', 'Drama Club']",Marketer,2007-10-04,Christian,Yes,2020-09-01,2020
2150,551,3,1,Yes,17,Female,Nigeria,Akwa Ibom,"['Debating Club', 'Chess Club']",Actor,2009-10-04,Christian,Yes,2020-09-01,2020
2151,552,3,2,Yes,17,Female,Nigeria,Osun,['Computer Club'],Economist,2007-10-04,Christian,Yes,2020-09-01,2020
2152,553,3,2,Yes,16,Female,Nigeria,Anambra,"['Homemakers Club', 'Mathematics Club']",Accountant,2007-10-04,Christian,Yes,2020-09-01,2020
2153,554,3,3,No,15,Male,Nigeria,Imo,"['Press Club', 'Red Cross']",Doctor,2007-10-04,Islam,Yes,2020-09-01,2020
2154,555,3,3,Yes,17,Female,Nigeria,Benue,"['JETS Club', 'Fine Arts', 'Drama Club']",Pharmacist,2009-10-04,Islam,No,2020-09-01,2020
2155,556,3,1,Yes,17,Male,Nigeria,Osun,"['JETS Club', 'Computer Club', 'Press Club']",Journalist,2010-10-04,Christian,Yes,2020-09-01,2020
2156,557,3,2,No,16,Male,Nigeria,Niger,"['Music Club', 'Mathematics Club']",Economist,2008-10-04,Islam,No,2020-09-01,2020
2157,558,3,1,No,16,Female,Nigeria,Osun,"['Fine Arts', 'Computer Club', 'JETS Club']",Actor,2009-10-04,Islam,No,2020-09-01,2020
2158,559,3,1,No,17,Male,Nigeria,Ogun,"['Drama Club', 'Music Club']",Writer,2009-10-04,Islam,Yes,2020-09-01,2020
2159,560,3,3,No,15,Male,Nigeria,Osun,"['Debating Club', 'Red Cross', 'JETS Club']",Doctor,2009-10-04,Islam,Yes,2020-09-01,2020
2160,561,3,1,No,16,Female,Nigeria,Ogun,"['Homemakers Club', 'Chess Club', 'Drama Club']",Actor,2009-10-04,Islam,No,2020-09-01,2020
2161,562,3,2,Yes,16,Male,Nigeria,Osun,"['Homemakers Club', 'Music Club']",Entrepreneur,2008-10-04,Christian,Yes,2020-09-01,2020
2162,563,3,1,No,14,Female,Nigeria,Niger,"['Red Cross', 'JETS Club', 'Homemakers Club']",Actor,2009-10-04,Christian,No,2020-09-01,2020
2163,564,3,3,Yes,15,Male,Nigeria,Lagos,"['Drama Club', 'Music Club']",Doctor,2008-10-04,Christian,Yes,2020-09-01,2020
2164,565,3,2,Yes,17,Female,Nigeria,Oyo,"['Music Club', 'JETS Club', 'Mathematics Club']",Entrepreneur,2010-10-04,Christian,Yes,2020-09-01,2020
2165,566,3,4,Yes,17,Female,Nigeria,Lagos,"['Mathematics Club', 'Red Cross', 'Drama Club']",Computer Scientist,2008-10-04,Christian,Yes,2020-09-01,2020
2166,567,3,4,Yes,15,Male,Nigeria,Adamawa,"['JETS Club', 'Fine Arts']",Data Scientist,2010-10-04,Islam,No,2020-09-01,2020
2167,568,3,1,Yes,16,Female,Nigeria,Jigawa,"['Homemakers Club', 'Mathematics Club']",Journalist,2010-10-04,Islam,Yes,2020-09-01,2020
2168,569,3,3,Yes,16,Male,Nigeria,Ogun,"['Computer Club', 'JETS Club']",Doctor,2009-10-04,Islam,Yes,2020-09-01,2020
2169,570,3,1,Yes,15,Male,Nigeria,Osun,"['Fine Arts', 'JETS Club']",Fashion Designer,2007-10-04,Christian,No,2020-09-01,2020
2170,571,3,4,Yes,17,Male,Nigeria,Abia,"['JETS Club', 'Fine Arts', 'Mathematics Club']",Technologist,2010-10-04,Christian,Yes,2020-09-01,2020
2171,572,3,1,Yes,17,Male,Nigeria,Osun,['Chess Club'],Artist,2007-10-04,Islam,No,2020-09-01,2020
2172,573,3,4,No,16,Female,Nigeria,Nasarawa,['Red Cross'],Computer Scientist,2009-10-04,Christian,No,2020-09-01,2020
2173,574,3,2,No,14,Female,Nigeria,Abia,"['Fine Arts', 'Homemakers Club', 'Mathematics Club']",Accountant,2007-10-04,Islam,No,2020-09-01,2020
2174,575,3,3,Yes,16,Female,Nigeria,Yobe,['Drama Club'],Pharmacist,2007-10-04,Islam,No,2020-09-01,2020
2175,576,3,2,Yes,17,Male,Nigeria,Osun,['Fine Arts'],Entrepreneur,2008-10-04,Christian,No,2020-09-01,2020
2176,577,3,4,No,14,Male,Nigeria,Lagos,['Press Club'],Software Developer,2009-10-04,Islam,No,2020-09-01,2020
2177,578,3,4,No,14,Female,Nigeria,Abia,"['Homemakers Club', 'Drama Club', 'JETS Club']",Software Developer,2010-10-04,Christian,Yes,2020-09-01,2020
2178,579,3,2,Yes,17,Female,Nigeria,Katsina,"['Debating Club', 'Press Club']",Business Executive,2007-10-04,Islam,No,2020-09-01,2020
2179,580,3,2,No,14,Male,Nigeria,Osun,"['JETS Club', 'Chess Club']",Business Executive,2007-10-04,Christian,No,2020-09-01,2020
2180,581,3,3,No,15,Male,Nigeria,Abia,['Computer Club'],Engineer,2010-10-04,Islam,Yes,2020-09-01,2020
2181,582,3,2,No,14,Male,Nigeria,Oyo,"['Music Club', 'Computer Club', 'JETS Club']",Economist,2009-10-04,Christian,Yes,2020-09-01,2020
2182,583,3,4,No,17,Male,Nigeria,Ogun,"['Chess Club', 'Homemakers Club']",Software Developer,2010-10-04,Islam,Yes,2020-09-01,2020
2183,584,3,2,No,15,Male,Nigeria,Ondo,"['Red Cross', 'Drama Club']",Entrepreneur,2009-10-04,Islam,No,2020-09-01,2020
2184,585,3,2,No,14,Female,Nigeria,Ogun,"['Drama Club', 'Mathematics Club', 'Debating Club']",Entrepreneur,2007-10-04,Christian,No,2020-09-01,2020
2185,586,3,4,Yes,17,Female,Nigeria,Kaduna,"['Red Cross', 'Homemakers Club']",Data Scientist,2008-10-04,Christian,No,2020-09-01,2020
2186,587,3,3,Yes,14,Male,Nigeria,Oyo,"['Drama Club', 'Debating Club']",Engineer,2008-10-04,Islam,Yes,2020-09-01,2020
2187,588,3,3,No,17,Female,Nigeria,FCT - Abuja,"['Drama Club', 'Fine Arts', 'Red Cross']",Pharmacist,2009-10-04,Islam,No,2020-09-01,2020
2188,589,3,2,Yes,15,Male,Nigeria,Taraba,['Homemakers Club'],Business Executive,2007-10-04,Christian,No,2020-09-01,2020
2189,590,3,1,No,14,Female,Nigeria,Lagos,"['Mathematics Club', 'JETS Club', 'Debating Club']",Artist,2008-10-04,Islam,Yes,2020-09-01,2020
2190,591,3,4,Yes,14,Male,Nigeria,Bauchi,"['Homemakers Club', 'Computer Club']",Data Scientist,2007-10-04,Christian,No,2020-09-01,2020
2191,592,3,4,No,17,Female,Nigeria,Ekiti,['Music Club'],Computer Scientist,2010-10-04,Christian,No,2020-09-01,2020
2192,593,3,4,No,15,Male,Nigeria,Ebonyi,['Debating Club'],Engineer,2008-10-04,Islam,Yes,2020-09-01,2020
2193,594,3,1,Yes,14,Male,Nigeria,Osun,"['Fine Arts', 'Computer Club', 'Chess Club']",Writer,2010-10-04,Christian,No,2020-09-01,2020
2194,595,3,1,Yes,15,Male,Nigeria,Imo,"['Homemakers Club', 'Debating Club']",Fashion Designer,2007-10-04,Islam,Yes,2020-09-01,2020
2195,596,3,1,No,14,Female,Nigeria,Oyo,"['Drama Club', 'Homemakers Club', 'Press Club']",Writer,2010-10-04,Christian,Yes,2020-09-01,2020
2196,597,3,3,Yes,16,Male,Nigeria,Imo,"['Music Club', 'Mathematics Club']",Engineer,2010-10-04,Christian,Yes,2020-09-01,2020
2197,598,3,2,Yes,16,Female,Nigeria,Osun,"['Drama Club', 'Homemakers Club']",Entrepreneur,2007-10-04,Islam,No,2020-09-01,2020
2198,599,3,2,No,15,Male,Nigeria,Katsina,['Homemakers Club'],Marketer,2008-10-04,Christian,Yes,2020-09-01,2020
2199,600,3,4,No,14,Female,Nigeria,Lagos,['Mathematics Club'],Technologist,2009-10-04,Islam,No,2020-09-01,2020
2200,601,3,4,Yes,17,Male,Nigeria,Oyo,"['Homemakers Club', 'Fine Arts', 'Drama Club']",Computer Scientist,2007-10-04,Christian,Yes,2020-09-01,2020
2201,602,3,2,Yes,16,Male,Nigeria,Rivers,"['Red Cross', 'Drama Club', 'Homemakers Club']",Accountant,2010-10-04,Christian,Yes,2020-09-01,2020
